user_name,week_number,game_number,squiggle_game_key,home_team,away_team,winning_team,selected_team,is_correct,source_tab
Shannan,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Shannan,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Shannan,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Shannan,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Tom,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Tom,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Tom,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Tom,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Tom,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Tom,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Tom,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Billy,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Billy,12,2,122,Collingwood,Hawthorn,Collingwood,Hawthorn,0,Round 12
Billy,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Billy,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Billy,12,5,125,Sydney,Adelaide,Adelaide,Sydney,0,Round 12
Billy,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Billy,12,7,127,West Coast,Geelong,Geelong,West Coast,0,Round 12
Jayne,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Jayne,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Jayne,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Jayne,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Jayne,12,5,125,Sydney,Adelaide,Adelaide,Sydney,0,Round 12
Jayne,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Jayne,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Ant,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Ant,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Ant,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Ant,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Ant,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Ant,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Ant,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Alex,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Alex,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Alex,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Alex,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Alex,12,5,125,Sydney,Adelaide,Adelaide,Sydney,0,Round 12
Alex,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Alex,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Ruby,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Ruby,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Ruby,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Ruby,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Ruby,12,5,125,Sydney,Adelaide,Adelaide,Sydney,0,Round 12
Ruby,12,6,126,Melbourne,St Kilda,St Kilda,St Kilda,1,Round 12
Ruby,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Ryan,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Ryan,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Ryan,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Ryan,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Ryan,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Ryan,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Ryan,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Mark,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Mark,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Mark,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Mark,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Mark,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Mark,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Mark,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Henry,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Henry,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Henry,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Henry,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Henry,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Henry,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Henry,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Paulie,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Paulie,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Paulie,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Paulie,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,greater Western Sydney,1,Round 12
Paulie,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Paulie,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Paulie,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Jenni,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Essendon,0,Round 12
Jenni,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Jenni,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Jenni,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Jenni,12,5,125,Sydney,Adelaide,Adelaide,Sydney,0,Round 12
Jenni,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Jenni,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Charlee,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Essendon,0,Round 12
Charlee,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Charlee,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Charlee,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Richmond,0,Round 12
Charlee,12,5,125,Sydney,Adelaide,Adelaide,Sydney,0,Round 12
Charlee,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Charlee,12,7,127,West Coast,Geelong,Geelong,West Coast,0,Round 12
Anne,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Anne,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Anne,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Anne,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Anne,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Anne,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Anne,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Stephen,12,1,121,Brisbane Lions,Essendon,Brisbane Lions,Brisbane Lions,1,Round 12
Stephen,12,2,122,Collingwood,Hawthorn,Collingwood,Collingwood,1,Round 12
Stephen,12,3,123,Gold Coast,Fremantle,Fremantle,Gold Coast,0,Round 12
Stephen,12,4,124,Greater Western Sydney,Richmond,Greater Western Sydney,Greater Western Sydney,1,Round 12
Stephen,12,5,125,Sydney,Adelaide,Adelaide,Adelaide,1,Round 12
Stephen,12,6,126,Melbourne,St Kilda,St Kilda,Melbourne,0,Round 12
Stephen,12,7,127,West Coast,Geelong,Geelong,Geelong,1,Round 12
Pop,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Hawthorn,1,Round 13
Pop,13,2,132,Adelaide,Brisbane Lions,Adelaide,Brisbane Lions,0,Round 13
Pop,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Pop,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Pop,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Pop,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Pop,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Pop,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Katie,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Hawthorn,1,Round 13
Katie,13,2,132,Adelaide,Brisbane Lions,Adelaide,Brisbane Lions,0,Round 13
Katie,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Katie,13,4,134,Geelong,Gold Coast,Geelong,Gold Coast,0,Round 13
Katie,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Katie,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Katie,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Katie,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
David,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
David,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
David,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
David,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
David,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
David,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
David,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
David,13,8,138,Melbourne,Collingwood,Collingwood,Melbourne,0,Round 13
Chris,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Hawthorn,1,Round 13
Chris,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Chris,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Chris,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Chris,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Chris,13,6,136,North Melbourne,West Coast,North Melbourne,West Coast,0,Round 13
Chris,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Chris,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Jamie,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Jamie,13,2,132,Adelaide,Brisbane Lions,Adelaide,Brisbane Lions,0,Round 13
Jamie,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Jamie,13,4,134,Geelong,Gold Coast,Geelong,Gold Coast,0,Round 13
Jamie,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Jamie,13,6,136,North Melbourne,West Coast,North Melbourne,West Coast,0,Round 13
Jamie,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Jamie,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Zoe,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Zoe,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Zoe,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Zoe,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Zoe,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Zoe,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Zoe,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Zoe,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Emma,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Emma,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Emma,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Emma,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Emma,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Emma,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Emma,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Emma,13,8,138,Melbourne,Collingwood,Collingwood,Melbourne,0,Round 13
Phil,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Phil,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Phil,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Phil,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Phil,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Phil,13,6,136,North Melbourne,West Coast,North Melbourne,West Coast,0,Round 13
Phil,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Phil,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Tracy,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Tracy,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Tracy,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Tracy,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Tracy,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Tracy,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Tracy,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Tracy,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Shannan,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Shannan,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Shannan,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Shannan,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Shannan,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Shannan,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Shannan,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Shannan,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Tom,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Tom,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Tom,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Tom,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Tom,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Tom,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Tom,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Tom,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Billy,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Billy,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Billy,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Billy,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Billy,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Port Adelaide,1,Round 13
Billy,13,6,136,North Melbourne,West Coast,North Melbourne,West coast,0,Round 13
Billy,13,7,137,Carlton,Essendon,Carlton,carlton,1,Round 13
Billy,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Jayne,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Jayne,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Jayne,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Jayne,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Jayne,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Jayne,13,6,136,North Melbourne,West Coast,North Melbourne,West Coast,0,Round 13
Jayne,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Jayne,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Ant,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Ant,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Ant,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Ant,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Ant,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Ant,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Ant,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Ant,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Alex,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Alex,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Alex,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Alex,13,4,134,Geelong,Gold Coast,Geelong,Gold Coast,0,Round 13
Alex,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Alex,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Alex,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Alex,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Ruby,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Ruby,13,2,132,Adelaide,Brisbane Lions,Adelaide,Brisbane Lions,0,Round 13
Ruby,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Ruby,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Ruby,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Ruby,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Ruby,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Ruby,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Ryan,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Ryan,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Ryan,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Ryan,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Ryan,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Ryan,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Ryan,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Ryan,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Mark,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Mark,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Mark,13,3,133,Richmond,Sydney,Sydney,Richmond,0,Round 13
Mark,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Mark,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Mark,13,6,136,North Melbourne,West Coast,North Melbourne,West Coast,0,Round 13
Mark,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Mark,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Henry,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Hawthorn,1,Round 13
Henry,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Henry,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Henry,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Henry,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Henry,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Henry,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Henry,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Paulie,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Paulie,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Paulie,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Paulie,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Paulie,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Paulie,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Paulie,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Paulie,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Jenni,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Western Bulldogs,0,Round 13
Jenni,13,2,132,Adelaide,Brisbane Lions,Adelaide,Brisbane Lions,0,Round 13
Jenni,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Jenni,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Jenni,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Jenni,13,6,136,North Melbourne,West Coast,North Melbourne,West Coast,0,Round 13
Jenni,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Jenni,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Charlee,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Hawthorn,1,Round 13
Charlee,13,2,132,Adelaide,Brisbane Lions,Adelaide,Brisbane Lions,0,Round 13
Charlee,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Charlee,13,4,134,Geelong,Gold Coast,Geelong,Gold Coast,0,Round 13
Charlee,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Port Adelaide,1,Round 13
Charlee,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Charlee,13,7,137,Carlton,Essendon,Carlton,Essendon,0,Round 13
Charlee,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Anne,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Hawthorn,1,Round 13
Anne,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Anne,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Anne,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Anne,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Anne,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Anne,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Anne,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Stephen,13,1,131,Western Bulldogs,Hawthorn,Hawthorn,Hawthorn,1,Round 13
Stephen,13,2,132,Adelaide,Brisbane Lions,Adelaide,Adelaide,1,Round 13
Stephen,13,3,133,Richmond,Sydney,Sydney,Sydney,1,Round 13
Stephen,13,4,134,Geelong,Gold Coast,Geelong,Geelong,1,Round 13
Stephen,13,5,135,Greater Western Sydney,Port Adelaide,Port Adelaide,Greater Western Sydney,0,Round 13
Stephen,13,6,136,North Melbourne,West Coast,North Melbourne,North Melbourne,1,Round 13
Stephen,13,7,137,Carlton,Essendon,Carlton,Carlton,1,Round 13
Stephen,13,8,138,Melbourne,Collingwood,Collingwood,Collingwood,1,Round 13
Pop,14,1,141,St Kilda,Western Bulldogs,Western Bulldogs,St Kilda,0,Round 14
Pop,14,2,142,Hawthorn,Adelaide,Hawthorn,Hawthorn,1,Round 14
Pop,14,3,143,Brisbane Lions,Greater Western Sydney,Greater Western Sydney,Brisbane Lions,0,Round 14
Pop,14,4,144,Essendon,Geelong,Geelong,Geelong,1,Round 14
Pop,14,5,145,North Melbourne,Fremantle,Fremantle,Fremantle,1,Round 14
Pop,14,6,146,Port Adelaide,Melbourne,Port Adelaide,Port Adelaide,1,Round 14
Pop,14,7,147,West Coast,Carlton,Carlton,Carlton,1,Round 14
Katie,14,1,141,St Kilda,Western Bulldogs,Western Bulldogs,Western Bulldogs,1,Round 14
Katie,14,2,142,Hawthorn,Adelaide,Hawthorn,Adelaide,0,Round 14
Katie,14,3,143,Brisbane Lions,Greater Western Sydney,Greater Western Sydney,Brisbane Lions,0,Round 14
Katie,14,4,144,Essendon,Geelong,Geelong,Essendon,0,Round 14
Katie,14,5,145,North Melbourne,Fremantle,Fremantle,Fremantle,1,Round 14
Katie,14,6,146,Port Adelaide,Melbourne,Port Adelaide,Melbourne,0,Round 14
Katie,14,7,147,West Coast,Carlton,Carlton,Carlton,1,Round 14
David,14,1,141,St Kilda,Western Bulldogs,Western Bulldogs,Western Bulldogs,1,Round 14
David,14,2,142,Hawthorn,Adelaide,Hawthorn,Hawthorn,1,Round 14
David,14,3,143,Brisbane Lions,Greater Western Sydney,Greater Western Sydney,Brisbane Lions,0,Round 14
David,14,4,144,Essendon,Geelong,Geelong,Geelong,1,Round 14
David,14,5,145,North Melbourne,Fremantle,Fremantle,Fremantle,1,Round 14
David,14,6,146,Port Adelaide,Melbourne,Port Adelaide,Melbourne,0,Round 14
David,14,7,147,West Coast,Carlton,Carlton,Carlton,1,Round 14
Chris,14,1,141,St Kilda,Western Bulldogs,Western Bulldogs,Western Bulldogs,1,Round 14
Chris,14,2,142,Hawthorn,Adelaide,Hawthorn,Hawthorn,1,Round 14
Chris,14,3,143,Brisbane Lions,Greater Western Sydney,Greater Western Sydney,Brisbane Lions,0,Round 14
Chris,14,4,144,Essendon,Geelong,Geelong,Essendon,0,Round 14
Chris,14,5,145,North Melbourne,Fremantle,Fremantle,Fremantle,1,Round 14
Chris,14,6,146,Port Adelaide,Melbourne,Port Adelaide,Port Adelaide,1,Round 14
