user_name,week_number,game_number,squiggle_game_key,home_team,away_team,winning_team,selected_team,is_correct,source_tab
David,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
David,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
David,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
David,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Chris,4,1,041,Collingwood,Carlton,Collingwood,Carlton,0,Round 4
Chris,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Chris,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Chris,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Richmond,0,Round 4
Chris,4,5,045,North Melbourne,Sydney,Sydney,North Melbourne,0,Round 4
Chris,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Chris,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Chris,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Jamie,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Jamie,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Jamie,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Jamie,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Richmond,0,Round 4
Jamie,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Jamie,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Jamie,4,7,047,Port Adelaide,St Kilda,St Kilda,St Kilda,1,Round 4
Jamie,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Zoe,4,1,041,Collingwood,Carlton,Collingwood,Carlton,0,Round 4
Zoe,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Zoe,4,3,043,Gold Coast,Adelaide,Gold Coast,Adelaide,0,Round 4
Zoe,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Richmond,0,Round 4
Zoe,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Zoe,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Zoe,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Zoe,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Emma,4,1,041,Collingwood,Carlton,Collingwood,Carlton,0,Round 4
Emma,4,2,042,Geelong,Melbourne,Geelong,Melbourne,0,Round 4
Emma,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Emma,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Emma,4,5,045,North Melbourne,Sydney,Sydney,North Melbourne,0,Round 4
Emma,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Emma,4,7,047,Port Adelaide,St Kilda,St Kilda,St Kilda,1,Round 4
Emma,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Phil,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Phil,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Phil,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Phil,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Phil,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Phil,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Phil,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Phil,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Tracy,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Tracy,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Tracy,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Tracy,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Tracy,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Tracy,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Tracy,4,7,047,Port Adelaide,St Kilda,St Kilda,St Kilda,1,Round 4
Tracy,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Shannan,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Shannan,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Shannan,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Shannan,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Shannan,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Shannan,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Shannan,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Shannan,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Tom,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Tom,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Tom,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Tom,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Tom,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Tom,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Tom,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Tom,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Billy,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Billy,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Billy,4,3,043,Gold Coast,Adelaide,Gold Coast,Adelaide,0,Round 4
Billy,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Billy,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Billy,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Billy,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Billy,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Jayne,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Jayne,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Jayne,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Jayne,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Jayne,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Jayne,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Jayne,4,7,047,Port Adelaide,St Kilda,St Kilda,St Kilda,1,Round 4
Jayne,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Ant,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Ant,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Ant,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Ant,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Ant,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Ant,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Ant,4,7,047,Port Adelaide,St Kilda,St Kilda,St Kilda,1,Round 4
Ant,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Alex,4,1,041,Collingwood,Carlton,Collingwood,Carlton,0,Round 4
Alex,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Alex,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Alex,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Alex,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Alex,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Alex,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Alex,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Ruby,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Ruby,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Ruby,4,3,043,Gold Coast,Adelaide,Gold Coast,Adelaide,0,Round 4
Ruby,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Ruby,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Ruby,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Ruby,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Ruby,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Ryan,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Ryan,4,3,043,Gold Coast,Adelaide,Gold Coast,Adelaide,0,Round 4
Ryan,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Ryan,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Ryan,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,greater western Sydney,1,Round 4
Ryan,4,7,047,Port Adelaide,St Kilda,St Kilda,St kilda,1,Round 4
Ryan,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Mark,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Mark,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Mark,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Mark,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Mark,4,5,045,North Melbourne,Sydney,Sydney,North Melbourne,0,Round 4
Mark,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Mark,4,7,047,Port Adelaide,St Kilda,St Kilda,St Kilda,1,Round 4
Mark,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Henry,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Henry,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Henry,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Henry,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Henry,4,5,045,North Melbourne,Sydney,Sydney,North Melbourne,0,Round 4
Henry,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Henry,4,7,047,Port Adelaide,St Kilda,St Kilda,St Kilda,1,Round 4
Henry,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Paulie,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Paulie,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Paulie,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Paulie,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Paulie,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Paulie,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Paulie,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Paulie,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Jenni,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Jenni,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Jenni,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Jenni,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Jenni,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Jenni,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,greater Western Sydney,1,Round 4
Jenni,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Jenni,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Charlee,4,1,041,Collingwood,Carlton,Collingwood,Carlton,0,Round 4
Charlee,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Charlee,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Charlee,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Charlee,4,5,045,North Melbourne,Sydney,Sydney,North Melbourne,0,Round 4
Charlee,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,West Coast,0,Round 4
Charlee,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Charlee,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Anne,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Anne,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Anne,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Anne,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Anne,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Anne,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Anne,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Anne,4,8,048,Fremantle,Western Bulldogs,Fremantle,Western Bulldogs,0,Round 4
Stephen,4,1,041,Collingwood,Carlton,Collingwood,Collingwood,1,Round 4
Stephen,4,2,042,Geelong,Melbourne,Geelong,Geelong,1,Round 4
Stephen,4,3,043,Gold Coast,Adelaide,Gold Coast,Gold Coast,1,Round 4
Stephen,4,4,044,Richmond,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 4
Stephen,4,5,045,North Melbourne,Sydney,Sydney,Sydney,1,Round 4
Stephen,4,6,046,Greater Western Sydney,West Coast,Greater Western Sydney,Greater Western Sydney,1,Round 4
Stephen,4,7,047,Port Adelaide,St Kilda,St Kilda,Port Adelaide,0,Round 4
Stephen,4,8,048,Fremantle,Western Bulldogs,Fremantle,Fremantle,1,Round 4
Pop,5,1,051,Adelaide,Geelong,Geelong,Geelong,1,Round 5
Pop,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
Pop,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Pop,5,4,054,Carlton,West Coast,Carlton,West Coast,0,Round 5
Pop,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Pop,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Pop,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Pop,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Pop,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Katie,5,1,051,Adelaide,Geelong,Geelong,Geelong,1,Round 5
Katie,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Katie,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Katie,5,4,054,Carlton,West Coast,Carlton,West Coast,0,Round 5
Katie,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Katie,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Katie,5,7,057,Richmond,Fremantle,Fremantle,Richmond,0,Round 5
Katie,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Katie,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
David,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
David,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
David,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
David,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
David,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
David,5,6,056,Melbourne,Essendon,Essendon,Melbourne,0,Round 5
David,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
David,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
David,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Chris,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Chris,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
Chris,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Chris,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Chris,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Chris,5,6,056,Melbourne,Essendon,Essendon,Melbourne,0,Round 5
Chris,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Chris,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Chris,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Jamie,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Jamie,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Jamie,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Jamie,5,4,054,Carlton,West Coast,Carlton,West Coast,0,Round 5
Jamie,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Jamie,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Jamie,5,7,057,Richmond,Fremantle,Fremantle,Richmond,0,Round 5
Jamie,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Jamie,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Zoe,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Zoe,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Zoe,5,3,053,North Melbourne,Gold Coast,Gold Coast,North Melbourne,0,Round 5
Zoe,5,4,054,Carlton,West Coast,Carlton,West Coast,0,Round 5
Zoe,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Western Bulldogs,0,Round 5
Zoe,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Zoe,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Zoe,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Zoe,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Port Adelaide,1,Round 5
Emma,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Emma,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
Emma,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Emma,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Emma,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Emma,5,6,056,Melbourne,Essendon,Essendon,Melbourne,0,Round 5
Emma,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Emma,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Emma,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Phil,5,1,051,Adelaide,Geelong,Geelong,Geelong,1,Round 5
Phil,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Phil,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Phil,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Phil,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Phil,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Phil,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Phil,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Phil,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Port Adelaide,1,Round 5
Tracy,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Tracy,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Tracy,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Tracy,5,4,054,Carlton,West Coast,Carlton,West Coast,0,Round 5
Tracy,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Tracy,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Tracy,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Tracy,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Tracy,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Shannan,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Shannan,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Shannan,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Shannan,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Shannan,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Shannan,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Shannan,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Shannan,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Shannan,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Tom,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Tom,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
Tom,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Tom,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Tom,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Tom,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Tom,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Tom,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Tom,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Billy,5,1,051,Adelaide,Geelong,Geelong,Geelong,1,Round 5
Billy,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
Billy,5,3,053,North Melbourne,Gold Coast,Gold Coast,North Melbourne,0,Round 5
Billy,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Billy,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Billy,5,6,056,Melbourne,Essendon,Essendon,Melbourne,0,Round 5
Billy,5,7,057,Richmond,Fremantle,Fremantle,Richmond,0,Round 5
Billy,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,St Kilda,0,Round 5
Billy,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Port Adelaide,1,Round 5
Jayne,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Jayne,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
Jayne,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Jayne,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Jayne,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Jayne,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Jayne,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Jayne,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,St Kilda,0,Round 5
Jayne,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Ant,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Ant,5,2,052,Collingwood,Sydney,Collingwood,Collingwood,1,Round 5
Ant,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Ant,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Ant,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Ant,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Ant,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Ant,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Ant,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Alex,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Alex,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Alex,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Alex,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Alex,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Alex,5,6,056,Melbourne,Essendon,Essendon,Melbourne,0,Round 5
Alex,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Alex,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Alex,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Hawthorn,0,Round 5
Ruby,5,1,051,Adelaide,Geelong,Geelong,Adelaide,0,Round 5
Ruby,5,2,052,Collingwood,Sydney,Collingwood,Sydney,0,Round 5
Ruby,5,3,053,North Melbourne,Gold Coast,Gold Coast,Gold Coast,1,Round 5
Ruby,5,4,054,Carlton,West Coast,Carlton,Carlton,1,Round 5
Ruby,5,5,055,Western Bulldogs,Brisbane Lions,Brisbane Lions,Brisbane Lions,1,Round 5
Ruby,5,6,056,Melbourne,Essendon,Essendon,Essendon,1,Round 5
Ruby,5,7,057,Richmond,Fremantle,Fremantle,Fremantle,1,Round 5
Ruby,5,8,058,St Kilda,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,1,Round 5
Ruby,5,9,059,Port Adelaide,Hawthorn,Port Adelaide,Port Adelaide,1,Round 5
Ryan,5,1,051,Adelaide,Geelong,Geelong,Geelong,1,Round 5
